cust_code,seq_num,address_1,city,state,zip,reason
"COMM1000",16,"2910 Job","Adel","IA","50003","junk_keyword"
"B2CO1000",7,"13017 (Will Call)","Altoona","IA","50111","junk_keyword"
"MW3C1000",30,"6321 Hubbell Job","Altoona","IA","50009","junk_keyword"
"BAGN1000",126,"3472 Glenwood Job","Ankeny","IA","50023","junk_keyword"
"REST1000",15,"6483 Job#","Clive","IA","50325","junk_keyword"
"BBTR1000",69,"3720 Hallway Job","Des Moines","IA","50320","junk_keyword"
"BURN1000",19,"2414909 Job #","Des Moines","IA","50111","junk_keyword"
"CASH1000",5075,"605 Job","Des Moines","IA","50315","junk_keyword"
"MPSE1000",11,"2013 Patching Job","Des Moines","IA","50314","junk_keyword"
"RYAN1100",64,"1459 Grand Avenue Job# 3719","Des Moines","IA","50309","junk_keyword"
"CSFD2019",91,"2019 General Purchases","Fort Dodge","IA","50501","junk_keyword"
"JENS1000",1231,"1175 South 32nd -  Job 22-165","Fort Dodge","IA","50501","junk_keyword"
"RUSS1000",48,"170 (Walker Roof Job)","Fort Dodge","IA","50501","junk_keyword"
"JENS1000",1245,"1005 Riddle Street Job# 23-006","Gowrie","IA","50543","junk_keyword"
"CONC1000",24,"15007 Job#","Grimes","IA","50111","junk_keyword"
"CONC1000",39,"15055 Job","Grimes","IA","50111","junk_keyword"
"CONC1000",59,"17009 Job","Grimes","IA","50111","junk_keyword"
"CRAM1000",20,"21910 Job ","Grimes","IA","50111","junk_keyword"
"CRAM1000",9,"21435 Job #","Grimes","IA","50111","junk_keyword"
"CSGR2017",237,"2017 HBA Show","Grimes","IA","50111","junk_keyword"
"CSGR2020",2180,"1816 Job","Grimes","IA","50111","junk_keyword"
"CSGR2020",964,"15143 Job #","Grimes","IA","50111","junk_keyword"
"DORM1000",14,"2358 Job#","Grimes","IA","50111","junk_keyword"
"DORM1000",6,"0921 Job #","Grimes","IA","50111","junk_keyword"
"MIDW1000",1004,"2018 - Home Show","Grimes","IA","50111","junk_keyword"
"PREF1000",180,"107 Altoona JOb","Grimes","IA","50111","junk_keyword"
"WILD1100",6,"4409 100 1st Street- Job","Grimes","IA","50111","junk_keyword"
"COMM1100",2,"701 North C Avenue FSC Job","Indianola","IA","50125","junk_keyword"
"STER1000",35,"1008 Job","Indianola","IA","50125","junk_keyword"
"CITY1000",51,"200 Hawkins Drive Job#1-060","Iowa City","IA","52240","junk_keyword"
"CSBW1000",187,"5025 147th - Will Call","Johnston","IA","50131","junk_keyword"
"CSFD2019",111,"2019 - General Purchases","Moorland","IA","50566","junk_keyword"
"LEDG1000",16,"5203 - Will Call","Polk City","IA","50226","junk_keyword"
"WRHI1000",62,"111 Brown Street Job#1191","Tiffin","IA","52340","junk_keyword"
"WRHI1000",61,"111 Brown Street Job#1191","Tiffin","IA","52340","junk_keyword"
"CONC1000",8,"13039 Job#","Urbandale","IA","50323","junk_keyword"
"CONC1000",10,"13041 Job #","Urbandale","IA","50322","junk_keyword"
"ALLI1000",154,"1853 Job#","Waukee","IA","50263","junk_keyword"
"4SYT1000",7,"1507 Vine DC Will Call","West Des Moines","IA","50265","junk_keyword"
"QUOT2015",63,"45x39 Garage","","IA","50111","no_leading_number"
"QUOT2015",62,"26x28 Garage","","IA","50111","no_leading_number"
"QUOT2015",12,"Burger King 6049","","IA","50111","no_leading_number"
"QUOT2015",14,"Burger King 5722","","IA","50111","no_leading_number"
"QUOT2015",23,"Dart Plan 2-Story","","IA","50111","no_leading_number"
"AGRI1000",2,"PO Box 458","Adair","IA","50002","no_leading_number"
"CALI1000",18,"22-027","Adair","IA","50002","no_leading_number"
"CRAM1000",14,"PO 71717","Adair","IA","50002","no_leading_number"
"DESI1100",166,"PO Box 272","Adair","IA","50002","no_leading_number"
"CAST1200",180,"South 9th Street/Bryan Street","Adel","IA","50003","no_leading_number"
"CAST1200",191,"Corner of 15th Street & Locust","Adel","IA","50003","no_leading_number"
"COMM1500",11,"Adel C157 Evan","Adel","IA","50003","no_leading_number"
"DENN1000",74,"WP1402","Adel","IA","50003","no_leading_number"
"DENN1000",47,"TWP 500","Adel","IA","50003","no_leading_number"
"DENN1000",45,"WP #1203","Adel","IA","50003","no_leading_number"
"DENN1000",34,"851","Adel","IA","50003","no_leading_number"
"DENN1000",54,"1401","Adel","IA","50003","no_leading_number"
"DENN1000",33,"WP1016","Adel","IA","50003","no_leading_number"
"DENN1000",90,"130","Adel","IA","50003","no_leading_number"
"DENN1000",42,"WP305","Adel","IA","50003","no_leading_number"
"DENN1000",77,"#1010","Adel","IA","50003","no_leading_number"
"EXEC1700",146,"119th 2nd Avenue","Adel","IA","50003","no_leading_number"
"FOUR1000",54,"Fox Creek 16x12 Deck","Adel","IA","50003","no_leading_number"
"HILS1000",84,"Adel Retail Store #2","Adel","IA","50003","no_leading_number"
"JENS1000",1253,"Iowa Dot-22-152","Adel","IA","50003","no_leading_number"
"KOES1000",413,"Locust & North 15th","Adel","IA","50003","no_leading_number"
"McAN1000",33,"169/South Bridge Road","Adel","IA","50003","no_leading_number"
"ROYA1300",18,"Pro Finish 28915 R Avenue","Adel","IA","50003","no_leading_number"
"TEAL1000",64,"Lot 14 Kenyon Ridge","Adel","IA","50003","no_leading_number"
"HOGS1000",82,"Rea Road & County Rd H 17","Afton","IA","50830","no_leading_number"
"CSFD2016",27,"Box 202","Albert City","IA","50510","no_leading_number"
"CSGR2023",427,"P.O.  Box  206","Albion","IA","50005","no_leading_number"
"JORD1000",42,"Ridge Vents 81'-2""x225'","Alden","IA","50006","no_leading_number"
"JORD1000",41,"81'-2""x225' Truss Set","Alden","IA","50006","no_leading_number"
"JORD1000",36,"10?? Quail Avenue","Alden","IA","50006","no_leading_number"
"JENS1000",1136,"Job#21-129","Algona","IA","50511","no_leading_number"
"JENS1000",639,"Job #16-155","Algona","IA","50511","no_leading_number"
"JENS1000",353,"Snap-On Dock Paving  #14-012","Algona","IA","50511","no_leading_number"
"MERR1000",4,"Kossuth LB 1650","Algona","IA","50511","no_leading_number"
"WOOD1600",99,"Job-13-068","Algona","IA","50511","no_leading_number"
"WOOD1600",51,"Job #12-021 (Cozzini)","Algona","IA","50511","no_leading_number"
"JENS1000",976,"20-106","Alleman","IA","50007","no_leading_number"
"CSFD2019",231,"PO Box 241","Alton","IA","51003","no_leading_number"
"AWCO1000",24,"3418th Street SW Suite#1","Altoona","IA","50009","no_leading_number"
"ERIC1200",21,"Century 21","Altoona","IA","50009","no_leading_number"
"HABI1100",18,"PO#2208","Altoona","IA","50009","no_leading_number"
"HARM1000",9,"PO#5020","Altoona","IA","50009","no_leading_number"
"HUBB1200",1403,"1503,1509 Indigo Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1963,"1463,1469 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",2790,"1497, 1501 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",2836,"1528, 1534 Foxtail Drive","Altoona","IA","50009","no_leading_number"
"HUBB1200",2803,"1479, 1485 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1565,"1514,1521 Indigo Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",2711,"1507, 1513 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1091,"1527,1533 Indigo Drive","Altoona","IA","50009","no_leading_number"
"HUBB1200",2042,"1475,1481 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",2119,"1517,1523 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1432,"1502,1508 Indigo Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",598,"1459,1465 Indigo Drive","Altoona","IA","50009","no_leading_number"
"HUBB1200",1625,"1439,1445 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1116,"1588,1594 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1482,"1565,1571 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",2401,"1576,1582 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1894,"1470,1476 Primrose Drive","Altoona","IA","50009","no_leading_number"
"HUBB1200",1169,"1588,1594 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",2357,"1551,1557 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1109,"1577,1583 Primrose Drive","Altoona","IA","50009","no_leading_number"
"HUBB1200",691,"1403,1409 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",39,"2804,2808 Orinco SW","Altoona","IA","50009","no_leading_number"
"HUBB1200",1089,"1526,1532 Indigo Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1794,"1464,1458 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1486,"1483,1489 Indigo Drive","Altoona","IA","50009","no_leading_number"
"HUBB1200",2080,"1524,1530 Primrose Drive","Altoona","IA","50009","no_leading_number"
"HUBB1200",2124,"Canceled Job 1713 20th Avenue","Altoona","IA","50009","no_leading_number"
"HUBB1200",34,"2821,2825 Seneca Court","Altoona","IA","50009","no_leading_number"
"HUBB1200",2130,"Dead Job Dont use 1761 Tuscany","Altoona","IA","50009","no_leading_number"
"HUBB1200",1147,"1538,1544 Indigo Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1944,"1500,1506 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1785,"1427,1433 Primrose Drive","Altoona","IA","50009","no_leading_number"
"HUBB1200",2735,"1540, 1546 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",66,"2830-34 Orinoco SW","Altoona","IA","50009","no_leading_number"
"HUBB1200",1334,"1480,1486 Indigo Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",196,"2826,2822 Orinoco Court","Altoona","IA","50009","no_leading_number"
"HUBB1200",1281,"1515-1521 Indigo Drive","Altoona","IA","50009","no_leading_number"
"HUBB1200",2392,"1564,1570 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1964,"1512,1518 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",2112,"Cancel job 1907 17th Street SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",2127,"Canceled Job 1721 20th Avenue","Altoona","IA","50009","no_leading_number"
"HUBB1200",1912,"1451,1457 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1706,"1541,1547 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",2276,"1505,1511 Primrose Drive","Altoona","IA","50009","no_leading_number"
"HUBB1200",689,"1402,1406 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",2722,"1552, 1558 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",13,"2810,2814 Seneca Court","Altoona","IA","50009","no_leading_number"
"HUBB1200",1586,"1553,1559 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",709,"1456,1462 Indigo Drive","Altoona","IA","50009","no_leading_number"
"HUBB1200",105,"2811,15 Seneca Court SW","Altoona","IA","50009","no_leading_number"
"HUBB1200",1679,"1415,1421 Primrose Drive","Altoona","IA","50009","no_leading_number"
"HUBB1200",231,"2812,2816 Orinoco Court SW","Altoona","IA","50009","no_leading_number"
"HUBB1200",102,"2824,2828 Seneca Court","Altoona","IA","50009","no_leading_number"
"HUBB1200",2241,"1569,1575 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",1840,"1529,1535 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",951,"1468,1474 Indigo Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",870,"1471,1477 Indigo Drive","Altoona","IA","50009","no_leading_number"
"HUBB1200",2411,"1525,1531 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1200",2831,"1528, 1534 Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1700",150,"1525,1531 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1700",69,"1505,1511 Primrose Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1700",145,"1576,1582 Foxtail Drive SE","Altoona","IA","50009","no_leading_number"
"HUBB1700",113,"1551,1557 Foxtail Drive","Altoona","IA","50009","no_leading_number"
"INST1100",757,"8th Street Court SW","Altoona","IA","50009","no_leading_number"
"JENS1000",547,"Cinema 15-127","Altoona","IA","50501","no_leading_number"
"JENS1000",1428,"Altoona Fire Station-25-191","Altoona","IA","50009","no_leading_number"
"JENS1100",22,"Highway-80 / NE Hubbell Avenue","Altoona","IA","50009","no_leading_number"
"JENS1100",18,"I80 Bridge Over Hubbell Avenue","Altoona","IA","50009","no_leading_number"
"LOGA1000",183,"10610th Street SW","Altoona","IA","50009","no_leading_number"
"MESS1100",2,"10'x12' Shed","Altoona","IA","50009","no_leading_number"
"PERF1300",39,"FB ATN1","Altoona","IA","50009","no_leading_number"
"SIGN1200",31,"1031,1051 Formiliar Place","Altoona","IA","50009","no_leading_number"
"SIGN1200",30,"1330,1350 Amazing Place","Altoona","IA","50009","no_leading_number"
"STOR1200",167,"150th Street NE","Altoona","IA","50009","no_leading_number"
"WRHI1000",102,"1353","Amana","IA","52203","no_leading_number"
"WRHI1000",25,"MEC  Job#1067","Amana","IA","52203","no_leading_number"
"WRHI1000",111,"PO# 1385","Amana","IA","52203","no_leading_number"
"WRHI1000",115,"Job #1426","Amana","IA","52203","no_leading_number"
"WRHI1000",59,"Tim Personal 319-521-4014","Amana","IA","52203","no_leading_number"
"WRHI1000",16,"Amana Job #1036","Amana","IA","52203","no_leading_number"
"WRHI1000",5,"Job #1010 - U Of I","Amana","IA","52203","no_leading_number"
"WRHI1000",34,"Mid Am/Atchison  #1102","Amana","IA","52203","no_leading_number"
"WRHI1000",3,"Job #980 - Digester","Amana","IA","52203","no_leading_number"
"WRHI1000",109,"Brad - WP4","Amana","IA","52203","no_leading_number"
"WRHI1000",113,"Job#1422","Amana","IA","52203","no_leading_number"
"WRHI1000",114,"Job 1427-88","Amana","IA","52203","no_leading_number"
"WRHI1000",99,"WRH1-01 Shop","Amana","IA","52203","no_leading_number"
"WRHI1000",36,"Job#1105","Amana","IA","52203","no_leading_number"
"WRHI1000",112,"Job# 1404","Amana","IA","52203","no_leading_number"
"ALLE1000",3,"FSC-138 Sheldon Avenue","Ames","IA","50010","no_leading_number"
"ALLI1100",32,"Hy-Vee West 3800 Lincoln Way","Ames","IA","50014","no_leading_number"
"BAKE1400",205,"Job #23005","Ames","IA","50010","no_leading_number"
"BRUC1000",10,"1407","Ames","IA","50010","no_leading_number"
"CASH1000",91,"Schlitter 1-6","Ames","IA","50014","no_leading_number"
"COUN1300",5,"PO#37479","Ames","IA","50010","no_leading_number"
"DOWN1100",12,"190th & Grant Avenue","Ames","IA","50010","no_leading_number"
"GRAP1000",3,"FSC 1600 South 16th Street","Ames","IA","50010","no_leading_number"
"HANS1000",10,"FSC - 1111 Duff Avenue Ames","Ames","IA","50010","no_leading_number"
"HENK1000",3,"FSC-1700 University Blvd","Ames","IA","50010","no_leading_number"
"JENS1000",220,"Frederiksen Court 82","Ames","IA","50010","no_leading_number"
"JENS1000",216,"Frederiksen Court 35","Ames","IA","50010","no_leading_number"
"JENS1000",703,"Ames Airport Terminal 17-006","Ames","IA","50010","no_leading_number"
"JENS1000",221,"Frederiksen Court 83","Ames","IA","50010","no_leading_number"
"JENS1000",365,"South 16th/Grand","Ames","IA","50010","no_leading_number"
"JENS1000",218,"Frederiksen Court 24","Ames","IA","50010","no_leading_number"
"JENS1000",219,"Frederiksen Court 81","Ames","IA","50010","no_leading_number"
"JENS1000",217,"Frederiksen Court 36","Ames","IA","50010","no_leading_number"
"PERF1300",52,"200-220  South Teller Avenue","Ames","IA","50010","no_leading_number"
"QUOT1000",18,"Carver 0205 Remodel","Ames","IA","50014","no_leading_number"
"QUOT1000",136,"23Twenty Lincoln","Ames","IA","50010","no_leading_number"
"SAMU1000",2,"FSC - 515 Douglas Avenue","Ames","IA","50010","no_leading_number"
"SHAW1000",2,"FSC-138 Sheldon Avenue","Ames","IA","50010","no_leading_number"
"STOR1200",73,"2x12 Treated","Ames","IA","50010","no_leading_number"
"STOR1200",186,"Job#24605","Ames","IA","50010","no_leading_number"
"STOR1200",174,"Job # 22602","Ames","IA","50010","no_leading_number"
"STOR1200",157,"Job 21602","Ames","IA","50010","no_leading_number"
"VANW1000",197,"Fredrickson Court #81","Ames","IA","50010","no_leading_number"
"VANW1000",179,"Frederksen Court 24","Ames","IA","50010","no_leading_number"
"VANW1000",188,"Fierderksen Court # 82","Ames","IA","50010","no_leading_number"
"VANW1000",160,"Frederiksen Court 35","Ames","IA","50010","no_leading_number"
"VANW1000",186,"Frederksen Court #83","Ames","IA","50010","no_leading_number"
"WOOD1600",214,"Party Time #17-012","Ames","IA","50010","no_leading_number"
"WOOD1600",34,"Job #12-010","Ames","IA","50010","no_leading_number"
"WOOD1600",245,"AOPI   2007 Greeley Street","Ames","IA","50014","no_leading_number"
"ALBA1000",32,"935,947 SW Des Moines Street","Ankeny","IA","50021","no_leading_number"
"ALBA1000",30,"1004,1016 SW Des Moines Street","Ankeny","IA","50021","no_leading_number"
"ALBA1000",27,"1021,1033 SW Des Moines Street","Ankeny","IA","50023","no_leading_number"
"ALBA1000",33,"1005,1017 SW Des Moines Street","Ankeny","IA","50021","no_leading_number"
"ALBA1000",31,"934,946 SW Des Moines Street","Ankeny","IA","50021","no_leading_number"
"ALBA1000",24,"1036,1048 SW Des Moines Street","Ankeny","IA","50021","no_leading_number"
"ALBA1000",36,"902,914 SW Des Moines Street","Ankeny","IA","50021","no_leading_number"
"ALBA1000",34,"918,930 SW Des Moines Street","Ankeny","IA","50021","no_leading_number"
"ALBA1000",25,"1020,1032 SW Des Moines Street","Ankeny","IA","50023","no_leading_number"
"ALBA1000",26,"1037,1049 SW Des Moines Street","Ankeny","IA","50023","no_leading_number"
"ALBA1000",37,"903,915 SW Des Moines Street","Ankeny","IA","50021","no_leading_number"
"ALBA1000",35,"919,931 SW Des Moines Street","Ankeny","IA","50021","no_leading_number"
"ALLI1000",50,"NW 36th Street Improvements","Ankeny","IA","50023","no_leading_number"
"ALLS1100",4,"Crosswinds--19-114","Ankeny","IA","50023","no_leading_number"
"ALLS1100",9,"20-501","Ankeny","IA","50023","no_leading_number"
"ANGS1000",9,"1213/1215 SE Belmont Drive","Ankeny","IA","50021","no_leading_number"
"ANGS1000",5,"1922-1924 NW 3rd Street","Ankeny","IA","50021","no_leading_number"
"ANGS1000",3,"904/906 SE Belmont","Ankeny","IA","50021","no_leading_number"
"BENE1000",17,"857,859 SE Delaware","Ankeny","IA","50021","no_leading_number"
"BENE1000",3,"809,811 SE Delaware Avenue","Ankeny","IA","50021","no_leading_number"
"BENE1000",15,"815A,815B SE Delaware","Ankeny","IA","50021","no_leading_number"
"BENE1000",2,"863,865 SE Delaware Avenue","Ankeny","IA","50021","no_leading_number"
"CAME1000",3,"NW 18th/State Street","Ankeny","IA","50023","no_leading_number"
"CASH1000",1574,"SE 4Mile & Corporate Woods Dr","Ankeny","IA","50021","no_leading_number"
"CASH1000",3060,"35831","Ankeny","IA","50023","no_leading_number"
"CASH1000",4559,"PO Box 1029","Ankeny","IA","50023","no_leading_number"
"CASH1200",1403,"PO Box 403","Ankeny","IA","50021","no_leading_number"
"CENT1000",25,"Ankeny Elementary # 10","Ankeny","IA","50021","no_leading_number"
"CENT1100",28,"54th Street/NE Delaware","Ankeny","IA","50023","no_leading_number"
"CHAR1000",2,"4241, 4245 NW Olivia Lane","Ankeny","IA","50023","no_leading_number"
"CHAR1000",3,"4249, 4253 NW Olivia Lane","Ankeny","IA","50023","no_leading_number"
"CLAM1000",49,"1406,1504 NW Driftwood Drive","Ankeny","IA","50023","no_leading_number"
"CLAM1000",48,"1508,1512 NW Driftwood Drive","Ankeny","IA","50023","no_leading_number"
"CLAM1000",50,"1304,1402 NW Driftwood Drive","Ankeny","IA","50023","no_leading_number"
"COUN1000",2,"722-724 Ponds Edge Lane","Ankeny","IA","50021","no_leading_number"
"CSGR2019",1950,"NE 23rd Court","Ankeny","IA","50021","no_leading_number"
"CSGR2019",1815,"1901-1903 NW 4th Street","Ankeny","IA","50023","no_leading_number"
"CSGR2019",291,"Post Office Box 275","Ankeny","IA","50021","no_leading_number"
"CSGR2020",367,"312-314 Abilene","Ankeny","IA","50023","no_leading_number"
"CSGR2020",1468,"1901-1903 NW 4th Street","Ankeny","IA","50023","no_leading_number"
"CSGR2021",490,"312-314 Abiline","Ankeny","IA","50023","no_leading_number"
"CSGR2023",750,"1318/1314 NW 32nd","Ankeny","IA","50023","no_leading_number"
"CSGR2024",1739,"1006NE Otter Ridge Circle","Ankeny","IA","50021","no_leading_number"
"CUST1600",10,"1906","Ankeny","IA","50021","no_leading_number"
"DEAN1100",39,"Job 18308","Ankeny","IA","50021","no_leading_number"
"DEAN1100",47,"Job-Waukon Fareway-062","Ankeny","IA","50021","no_leading_number"
"DEAN1100",73,"2021-304","Ankeny","IA","50021","no_leading_number"
"DEAN1100",65,"Store #061 - N Ankeny Blvd.","Ankeny","IA","50021","no_leading_number"
"DEAN1100",37,"Job #18308","Ankeny","IA","50021","no_leading_number"
"DEAN1100",38,"Job #18308","Ankeny","IA","50021","no_leading_number"
"DESI1100",412,"PO Box 41","Ankeny","IA","50021","no_leading_number"
"DESI1100",504,"PO Box 41","Ankeny","IA","50021","no_leading_number"
"DESI1100",64,"PO Box 1029","Ankeny","IA","50021","no_leading_number"
"DESI1100",530,"PO Box 41","Ankeny","IA","50021","no_leading_number"
"DESI1100",523,"PO Box 41","Ankeny","IA","50021","no_leading_number"
"DESI1100",324,"PO Box 543","Ankeny","IA","50021","no_leading_number"
"DESM1000",49,"Building 16 North Door","Ankeny","IA","50021","no_leading_number"
"DESM1000",69,"Building # 22","Ankeny","IA","50021","no_leading_number"
"DESM1000",65,"Building 16 -Building Trades","Ankeny","IA","50156","no_leading_number"
"DESM1000",58,"Building 16 (North)","Ankeny","IA","50021","no_leading_number"
"DESM1000",35,"PO- 1501368","Ankeny","IA","50021","no_leading_number"
"DESM1000",60,"Building # 16-Shop Projects","Ankeny","IA","50021","no_leading_number"
"DESM1000",7,"Building 20 DMACC","Ankeny","IA","50021","no_leading_number"
"DESM1000",68,"Building 16 -Building Trades","Ankeny","IA","50021","no_leading_number"
"DESM1000",17,"Building 16 -Building Trades","Ankeny","IA","50021","no_leading_number"
"DESM1100",1009,"1217,1213 NE 56th Street","Ankeny","IA","50021","no_leading_number"
"DESM1100",1005,"1225,1221 NE 56th Street","Ankeny","IA","50021","no_leading_number"
"DESM1100",1008,"1233,1229 NE 56th Street","Ankeny","IA","50021","no_leading_number"
"DESM1100",1000,"1241,1237 NE 56th Street","Ankeny","IA","50021","no_leading_number"
"EDGE1000",9,"NW 36th /Between State & Urban","Ankeny","IA","50021","no_leading_number"
"ELIT1600",11,"PO#14265","Ankeny","IA","50021","no_leading_number"
"ELIT1600",13,"PO#21382","Ankeny","IA","50021","no_leading_number"
"ELIT1600",12,"PO 15697","Ankeny","IA","50021","no_leading_number"
"ELIT1600",4,"3430","Ankeny","IA","50021","no_leading_number"
"ERIC1200",85,"2923,2919 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",38,"2905,2901  NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",89,"4002,4006 NW Northwood Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",61,"3905,3901 NW Cedarwood Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",29,"2922,2918 NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",81,"2915,2911 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",88,"3904,3908 NW Northwood","Ankeny","IA","50023","no_leading_number"
"ERIC1200",42,"2827,2823  NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",62,"2805,2801 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",71,"2822,2818 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",72,"2829,2825 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",83,"2924,2920 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",31,"2921,2917 NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",37,"2913,2909  NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",45,"2819,2815  NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",55,"2806,2802 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",30,"2914,2910 NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",56,"4023,4019 NW Cedarwood Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",39,"2906,2902  NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",77,"2916,2912 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",76,"2907,2903 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",86,"2931,2927 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",28,"2930,2926 NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",87,"2939,2935 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",8,"410,458 NE Delaware Avenue","Ankeny","IA","50023","no_leading_number"
"ERIC1200",44,"2824,2820  NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",59,"3919,3915 NW Cedarwood Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",67,"2821,2817 NW Weston","Ankeny","IA","50023","no_leading_number"
"ERIC1200",47,"2816,2812  NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",75,"2908,2904 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",27,"2938,2934 NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",41,"2835,2831  NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",40,"2840,2836  NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",63,"2813,2809 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",46,"2811,2807  NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",57,"4015,4011 NW Cedarwood Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",69,"2814,2810 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",48,"2808,2804  NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",60,"3911,3909 NW Cedarwood Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",43,"2832,2828  NW 40th Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",58,"4007,4003 NW Cedarwood Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",74,"2830,2826 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"ERIC1200",73,"2837,2833 NW Weston Lane","Ankeny","IA","50023","no_leading_number"
"GRAT1000",2,"515-511 NW","Ankeny","IA","50021","no_leading_number"
"GREE1000",1478,"4327, 4331 NW Olivia Lane","Ankeny","IA","50023","no_leading_number"
"GREE1000",1417,"4402, 4406 NW Olivia Lane","Ankeny","IA","50021","no_leading_number"
"GREE1000",833,"3333,3337 NW Coral Lane","Ankeny","IA","50023","no_leading_number"
"GREE1000",389,"1302,1306 NW 33rd Lane","Ankeny","IA","50023","no_leading_number"
